"IPW","Propensity_score"
5.17147433016379,0.193368454749408
1.20844024218093,0.172487008380941
4.94455515721941,0.20224266252545
1.95284267958379,0.487925980697468
1.82849968241554,0.453103541872674
1.60910037126498,0.378534727940024
4.52707706454008,0.220893080843013
2.34986624710027,0.425556135900925
1.97986664155748,0.49491547611846
1.20269162197121,0.168531665364894
1.88736883444548,0.529838143848447
2.34986624710027,0.425556135900925
4.62710994353748,0.216117622490614
4.24322915576478,0.235669572226948
1.29156193393528,0.225743672273554
1.29156193393528,0.225743672273554
1.3083346726279,0.235669572226948
1.23311201236088,0.189043663531078
1.27570159591708,0.216117622490614
1.80565030377233,0.446182908223801
2.04949119243567,0.487925980697468
1.78343109326974,0.439283074196828
1.78343109326974,0.439283074196828
1.23972339773711,0.193368454749408
2.04949119243567,0.487925980697468
1.74081413780673,0.425556135900925
1.18123944083293,0.153431585983221
5.79753808351455,0.172487008380941
2.06562471899409,0.515884956834281
1.23972339773711,0.193368454749408
1.24652229132517,0.197768056809551
1.27570159591708,0.216117622490614
2.20700106617354,0.453103541872674
2.38815035728216,0.418734103969086
1.20269162197121,0.168531665364894
1.88736883444548,0.529838143848447
2.31263798298343,0.432406631456406
1.26070402595181,0.206792411688371
4.62710994353748,0.216117622490614
1.22668296386543,0.184793439334254
4.62710994353748,0.216117622490614
1.85199710165644,0.460042351521182
2.00765704119857,0.501906959466045
2.27643644551607,0.439283074196828
4.24322915576478,0.235669572226948
1.74081413780673,0.425556135900925
1.74081413780673,0.425556135900925
2.19175606431405,0.543744846298409
4.52707706454008,0.220893080843013
2.15888835640562,0.536798650549525
1.25351401112234,0.20224266252545
1.87616094084016,0.46699668550173
1.21435190136578,0.176515473912216
2.03623561576007,0.508897697172078
1.2998310415062,0.23066924233381
2.02054703935071,0.49491547611846
1.22043122354101,0.180617489366946
1.26070402595181,0.206792411688371
5.66522570421965,0.176515473912216
1.62637531667193,0.385135774166622
1.95284267958379,0.487925980697468
1.93841666974839,0.515884956834281
5.28978322426346,0.189043663531078
2.03623561576007,0.508897697172078
1.29156193393528,0.225743672273554
1.80565030377233,0.446182908223801
2.46800674626443,0.40518527816571
